paragraph,question,answer
"Trotzdem stellt sich die Frage, ob sich das in Abschnitt 26.3 angesprochene allgemeine Problem der wünschenswerten kovarianten Redefinition von Eingabeparametern in Methoden mittels parametrischen Polymorphismus nicht irgendwie lösen lässt. Die Antwort ist unbefriedigend: nur zum Teil.",Kann das Problem der wünschenswerten kovarianten Redefinition von Eingabeparametern in Methoden mit parametrischen Polymorphismus gelöst werden?,"Nur zum Teil, da parametrischer Polymorphismus zwar die Verwendung von verschiedenen Typen von Eingabeparametern ermöglicht, aber nicht die kovariante Redefinition von Eingabeparametern in Unterklassenmethoden."
"Die Kovarianz ist in keiner Typdefinition festgehalten, sondern lediglich in der Deklaration von z. Es hindert einen insbesondere nichts daran, dieselbe oder eine andere Variable zu deklarieren. Man beachte, dass es hier keine Möglichkeit gibt, einen bestimmten Wert für einen Typparameter vorzuschreiben. Kovariante Redefinition bei gleichzeitiger Inklusionspolymorphie lässt sich auch mittels parametrischer Typen nicht hinbekommen.",Was ist Kovariante Redefinition bei gleichzeitiger Inklusionspolymorphie?,"Kovariante Redefinition bei gleichzeitiger Inklusionspolymorphie ist eine Technik in der objektorientierten Programmierung, bei der ein Subtyp eine Methode seines Obertyps mit einem spezifischeren Rückgabetyp neu definieren kann, während er gleichzeitig die Liskov-Substitutionsprinzip einhält. Diese Technik kann jedoch nicht mit parametrischen Typen erreicht werden."
"Typen beschränken die Wertebereiche von Variablen und Methoden. Inklusionspolymorphie lockert diese Beschränkung insofern, als dadurch Wertebereiche von Typen um die von Subtypen erweitert werden können, selbst wenn diese Subtypen zum Zeitpunkt der Typdefinition noch gar nicht bekannt waren. Nun ist Inklusionspolymorphie nicht die einzige Möglichkeit, den Wertebereich eines Typs variabel zu halten, ohne die statische Typprüfung aufgeben zu müssen. Eine andere ist, einen Typ mit einem oder mehreren anderen zu parametrisieren.",Was ist Parametrisierung von Typen?,"Parametrisierung von Typen ist eine Möglichkeit, den Wertebereich eines Typs variabel zu halten, ohne die statische Typprüfung aufgeben zu müssen. Dabei wird der Typ mit einem oder mehreren anderen Typen parametrisiert."
"Eine parametrische Typdefinition unterscheidet sich von einer normalen dadurch, dass in der Typdefinition verwendete, andere Typen nicht genannt (referenziert) werden müssen, sondern durch Platzhalter, die Typparameter, vertreten werden können. Diese Platzhalter sind Variablen, deren Wert implizit (also ohne entsprechende Deklaration) auf Typen beschränkt ist; man nennt sie auch Typvariablen. Diese Typvariablen werden erst bei der Verwendung eines parametrisierten Typs in der Deklaration eines anderen Programmelements mit einem Wert, also einem Typ, belegt. Man spricht bei dieser Wertzuweisung an eine Typvariable von einer Instanziierung des parametrischen Typs; erst bei ihr entsteht ein konkreter Wertebereich, der dann dem deklarierten Programmelement zugeordnet wird. Insbesondere hat ein parametrischer Typ, bei dem Typvariablen nicht belegt sind, keinen konkreten Wertebereich. Dieser Umstand ist bei der Betrachtung von Zuweisungskompatibilität unter parametrischem Polymorphismus wichtig.",Was ist eine parametrische Typdefinition?,"Eine parametrische Typdefinition ist eine Art von Typdefinition, die Platzhalter für andere Typen verwendet, die durch Typparameter, auch Typvariablen genannt, vertreten werden. Diese Typvariablen werden erst bei der Verwendung eines parametrisierten Typs in der Deklaration eines anderen Programmelements mit einem Wert, also einem Typ, belegt."
"Eine parametrische Typdefinition unterscheidet sich von einer normalen dadurch, dass in der Typdefinition verwendete, andere Typen nicht genannt (referenziert) werden müssen, sondern durch Platzhalter, die Typparameter, vertreten werden können. Diese Platzhalter sind Variablen, deren Wert implizit (also ohne entsprechende Deklaration) auf Typen beschränkt ist; man nennt sie auch Typvariablen. Diese Typvariablen werden erst bei der Verwendung eines parametrisierten Typs in der Deklaration eines anderen Programmelements mit einem Wert, also einem Typ, belegt. Man spricht bei dieser Wertzuweisung an eine Typvariable von einer Instanziierung des parametrischen Typs; erst bei ihr entsteht ein konkreter Wertebereich, der dann dem deklarierten Programmelement zugeordnet wird. Insbesondere hat ein parametrischer Typ, bei dem Typvariablen nicht belegt sind, keinen konkreten Wertebereich. Dieser Umstand ist bei der Betrachtung von Zuweisungskompatibilität unter parametrischem Polymorphismus wichtig.",Was ist der Unterschied zwischen einer parametrischen Typdefinition und einer normalen Typdefinition?,"Eine parametrische Typdefinition unterscheidet sich von einer normalen dadurch, dass in der Typdefinition verwendete, andere Typen durch Platzhalter, die Typparameter, vertreten werden können. Diese Platzhalter sind Variablen, deren Wert implizit auf Typen beschränkt ist. Diese Typvariablen werden erst bei der Verwendung eines parametrisierten Typs in der Deklaration eines anderen Programmelements mit einem Wert, also einem Typ, belegt."
"Die Idee des parametrischen Polymorphismus ist, aus einer Typdefinition durch Parametrisierung viele zu machen. Eine parametrische Typdefinition steht also nicht für einen Typ, sondern für (theoretisch) beliebig viele — sie erlaubt es gewissermaßen, Unterschiede zur Typen nach Bedarf zu generieren. Wohl deswegen bezeichnet man parametrische Typen (Typdefinitionen) auch als generische Typen (Typdefinitionen) oder kurz als Generics. Wie eben schon erwähnt, wird der Wertebereich bei einer solchen Typgeneration jeweils mitgeneriert.",Was ist parametrischer Polymorphismus?,"Parametrischer Polymorphismus ist ein Konzept, bei dem aus einer Typdefinition durch Parametrisierung viele verschiedene Typen erzeugt werden können. Diese parametrische Typdefinition wird auch als generische Typdefinition oder kurz als Generics bezeichnet. Der Wertebereich wird bei der Typgeneration mitgeneriert."
"Es erfolgt also die Zuweisung eines Typs zu einer Typvariable bei der Verwendung eines parametrisch definierten Typs in einer Deklaration, beispielsweise der Deklaration einer Variable oder des Rückgabewerts einer Methode. Oberflächlich betrachtet entspricht diese Verwendung in etwa dem Aufruf einer (ja auch an einer anderen Stelle definierten) Methode oder besser (und schon aufgrund der Verwendung des Begriffs Instanziierung) eines Konstruktors; deswegen nennt man die Typvariablen, die in parametrischen Typdefinitionen vorkommen, auch formale Typparameter und die konkreten Typen, die bei der Verwendung des Typen in Deklarationen in die formalen Parameter eingesetzt werden, auch tatsächliche Typparameter. Trotz dieser Analogie zu Methoden- bzw. Konstruktoraufrufen muss man sich immer vor Augen halten, dass die Verwendung eines parametrisch definierten Typs bereits zur Übersetzungszeit zu einer Zuweisung an die Typvariablen führt, man es also keineswegs mit etwas Dynamischem zu tun hat. Insbesondere müssen Typen keine Objekte sein, um Typvariablen zugewiesen werden zu können.",Was sind formale Typparameter und tatsächliche Typparameter?,"Formale Typparameter sind die Typvariablen, die in parametrischen Typdefinitionen vorkommen. Tatsächliche Typparameter sind die konkreten Typen, die bei der Verwendung des Typs in Deklarationen in die formalen Parameter eingesetzt werden."
"In SMALLTALK sind Konstruktoren ganz normale Klassenmethoden und daher an keine besonderen Konventionen gebunden. Insbesondere müssen sie nicht zwingend ein neues Objekt genau der Klasse zurückgeben, zu der sie gehören. Dies ermöglicht die Verwendung sogenannter Factory-Methoden.",Was sind Konstruktoren in SMALLTALK?,"In SMALLTALK sind Konstruktoren ganz normale Klassenmethoden und daher an keine besonderen Konventionen gebunden. Sie können ein neues Objekt genau der Klasse zurückgeben, zu der sie gehören, aber auch nicht zwingend. Das ermöglicht die Verwendung sogenannter Factory-Methoden."
"In SMALLTALK sind Konstruktoren ganz normale Klassenmethoden und daher an keine besonderen Konventionen gebunden. Insbesondere müssen sie nicht zwingend ein neues Objekt genau der Klasse zurückgeben, zu der sie gehören. Dies ermöglicht die Verwendung sogenannter Factory-Methoden.",Was sind Factory-Methoden?,"Factory-Methoden sind Methoden, die ein Objekt zurückgeben, das nicht unbedingt zur Klasse gehört, zu der die Methode gehört."
"In SMALLTALK sind Konstruktoren ganz normale Klassenmethoden und daher an keine besonderen Konventionen gebunden. Insbesondere müssen sie nicht zwingend ein neues Objekt genau der Klasse zurückgeben, zu der sie gehören. Dies ermöglicht die Verwendung sogenannter Factory-Methoden.",Wozu dienen Factory-Methoden?,"Factory-Methoden dienen dazu, Objekte zu erzeugen und zurückzugeben, die nicht unbedingt zur Klasse gehören, zu der die Methode gehört. Das ermöglicht eine flexiblere Objektinitialisierung."
"In SMALLTALK sind Konstruktoren ganz normale Klassenmethoden und daher an keine besonderen Konventionen gebunden. Insbesondere müssen sie nicht zwingend ein neues Objekt genau der Klasse zurückgeben, zu der sie gehören. Dies ermöglicht die Verwendung sogenannter Factory-Methoden.",Was sind Factory-Methoden in SMALLTALK?,"Factory-Methoden sind Konstruktoren in SMALLTALK, die nicht zwingend ein neues Objekt genau der Klasse zurückgeben, zu der sie gehören. Sie sind ganz normale Klassenmethoden und daher nicht an besondere Konventionen gebunden."
"Eine Factory-Methode ist eine Methode, die ähnlich wie ein Konstruktor eine neue Instanz liefert. Allerdings macht sie die Klasse der Instanz von anderen Faktoren als nur der Klasse, zu der die Methode gehört, abhängig. Zum Beispiel könnte eine Klasse ""Number"" eine Klassenmethode ""fromString:"" bereitstellen, die anhand eines zu analysierenden Strings entweder eine Instanz der Klasse ""Integer"" oder eine Instanz der Klasse ""Float"" zurückgibt. Die Implementierung solcher Factory-Methoden ist in SMALLTALK einfach möglich und sie unterscheiden sich formal nicht von Konstruktoren – es handelt sich einfach um Klassenmethoden.",Was ist eine Factory-Methode?,"Eine Factory-Methode ist eine Methode, die eine neue Instanz liefert und die Klasse der Instanz von anderen Faktoren als nur der Klasse, zu der die Methode gehört, abhängig macht. In SMALLTALK sind Factory-Methoden einfach zu implementieren und unterscheiden sich formal nicht von Konstruktoren – es handelt sich einfach um Klassenmethoden."
"Eine Factory-Methode ist eine Methode, die ähnlich wie ein Konstruktor eine neue Instanz liefert. Allerdings macht sie die Klasse der Instanz von anderen Faktoren als nur der Klasse, zu der die Methode gehört, abhängig. Zum Beispiel könnte eine Klasse ""Number"" eine Klassenmethode ""fromString:"" bereitstellen, die anhand eines zu analysierenden Strings entweder eine Instanz der Klasse ""Integer"" oder eine Instanz der Klasse ""Float"" zurückgibt. Die Implementierung solcher Factory-Methoden ist in SMALLTALK einfach möglich und sie unterscheiden sich formal nicht von Konstruktoren – es handelt sich einfach um Klassenmethoden.",Was ist eine Factory-Methode und wie unterscheidet sie sich von Konstruktoren?,"Eine Factory-Methode ist eine Methode, die eine neue Instanz liefert, ähnlich wie ein Konstruktor. Der Unterschied liegt darin, dass die Klasse der Instanz von anderen Faktoren als nur der Klasse, zu der die Methode gehört, abhängig gemacht wird. In SMALLTALK sind Factory-Methoden einfach zu implementieren und unterscheiden sich formal nicht von Konstruktoren, da es sich einfach um Klassenmethoden handelt."
"Diese Factory-Methode ""fromString:"" in der Klasse ""Number"" analysiert den übergebenen String. Wenn der Parameter ""aString"" einen Dezimalpunkt enthält, wird eine neue Fließkommazahl zurückgegeben (mittels der Methode ""asFloat"", die in der Klasse ""String"" implementiert ist und eine Instanz der Klasse ""Float"" zurückliefert). Andernfalls wird eine Ganzzahl zurückgegeben. Diese Art von Factory-Methoden ermöglicht eine flexible Instanziierung von Objekten abhängig von den gegebenen Eingaben.",Wie funktionieren Factory-Methoden?,"Factory-Methoden sind statische Methoden, die eine Instanz einer bestimmten Unterklasse erzeugen und zurückgeben, anstatt die Instanz direkt zu instanziieren. Sie entscheiden dynamisch, welche Unterklasse instanziiert werden soll, abhängig von den gegebenen Eingaben. Dadurch können sie die richtige Instanzklasse auswählen und eine Instanz dieser Klasse zurückgeben, ohne dass der Aufrufer sich um die Details der Instanziierung kümmern muss."
"In Kapitel 26 sind wir bereits ausführlich auf den Begriff des Subtypings eingegangen. Subtyping sollte die Zuweisungskompatibilität zwischen verschiedenen Typen ermöglichen, dh. erlauben, dass Objekte eines Typs Variablen eines anderen Typs, nämlich eines Supertyps, zugewiesen werden können. Dies führt nun zu dem Problem, dass aufgrund des dynamischen Bindens von Methodenaufrufen bei Vorliegen des Programmfragments selbst bei Kenntnis des Typs T nicht vorhergesagt werden kann, welchen Effekt der Aufruf der Methode m in Zeile 1509 hat.82 Gemäß den Regeln gängiger objektorientierter Programmiersprachen zur Zuweisungskompatibilität wissen wir lediglich, dass es sich beim Typ des Empfängerobjekts e um einen Subtyp von T handeln muss83, jedoch wissen wir nicht genau, um welchen Subtyp es sich handelt. In einer statischen, lokalen Betrachtung84, also bei mangelnder Kenntnis des Typs des von e bezeichneten Objekts sowie aller infrage kommenden Subtypen von T, befinden wir uns in einem Zustand völliger Unsicherheit. Da die Erweiterung um Subklassen bzw. Subtypen jedoch eine der Errungenschaften der objektorientierten Programmierung ist, handelt es sich hierbei um ein echtes Problem.",Was ist Subtyping in der objektorientierten Programmierung?,"Subtyping ist ein Konzept in der objektorientierten Programmierung, das die Zuweisungskompatibilität zwischen verschiedenen Typen ermöglichen soll. Es erlaubt, dass Objekte eines Typs Variablen eines anderen Typs, nämlich eines Supertyps, zugewiesen werden können. Dadurch wird die Erweiterung um Subklassen oder Subtypen ermöglicht."
"In Kapitel 26 sind wir bereits ausführlich auf den Begriff des Subtypings eingegangen. Subtyping sollte die Zuweisungskompatibilität zwischen verschiedenen Typen ermöglichen, dh. erlauben, dass Objekte eines Typs Variablen eines anderen Typs, nämlich eines Supertyps, zugewiesen werden können. Dies führt nun zu dem Problem, dass aufgrund des dynamischen Bindens von Methodenaufrufen bei Vorliegen des Programmfragments selbst bei Kenntnis des Typs T nicht vorhergesagt werden kann, welchen Effekt der Aufruf der Methode m in Zeile 1509 hat.82 Gemäß den Regeln gängiger objektorientierter Programmiersprachen zur Zuweisungskompatibilität wissen wir lediglich, dass es sich beim Typ des Empfängerobjekts e um einen Subtyp von T handeln muss83, jedoch wissen wir nicht genau, um welchen Subtyp es sich handelt. In einer statischen, lokalen Betrachtung84, also bei mangelnder Kenntnis des Typs des von e bezeichneten Objekts sowie aller infrage kommenden Subtypen von T, befinden wir uns in einem Zustand völliger Unsicherheit. Da die Erweiterung um Subklassen bzw. Subtypen jedoch eine der Errungenschaften der objektorientierten Programmierung ist, handelt es sich hierbei um ein echtes Problem.",Was ist Subtyping und welches Problem ergibt sich daraus?,"Subtyping ist ein Begriff in der objektorientierten Programmierung, der die Zuweisungskompatibilität zwischen verschiedenen Typen ermöglichen soll. Das bedeutet, dass Objekte eines Typs Variablen eines anderen Typs, nämlich eines Supertyps, zugewiesen werden können. Das Problem, das sich daraus ergibt, ist, dass aufgrund des dynamischen Bindens von Methodenaufrufen bei Vorliegen des Programmfragments selbst bei Kenntnis des Typs T nicht vorhergesagt werden kann, welchen Effekt der Aufruf der Methode m in Zeile 1509 hat. In einer statischen, lokalen Betrachtung befinden wir uns in einem Zustand völliger Unsicherheit."
"Das Problem lässt sich als ein Problem der formalen Programmverifikation ausdrücken: Wie kann bewiesen werden, dass Methodenaufrufe unter Berücksichtigung des Empfängerobjekts gebunden werden können? Es handelt sich um die Beziehung P {e m} Q (54.1), bei der vor der Ausführung des Methodenaufrufs e m die Bedingung P gilt und nach seiner Ausführung die Bedingung Q erfüllt sein muss. Ein solcher Beweis erfordert genaue Kenntnisse darüber, was der Methodenaufruf tatsächlich bewirkt oder vielmehr, welchen Effekt er hat. Dafür ist die Kenntnis der Implementierung der Methode erforderlich. Andererseits ist es wichtig für die Pflege und Weiterentwicklung eines Programms zu wissen, unter welchen Bedingungen die Methoden einer neu eingeführten Klasse in das bestehende Programm integriert werden können, um sicherzustellen, dass das Programm ordnungsgemäß funktioniert. Die Bedingungen müssen bekannt sein, um sicherzustellen, dass die neue Implementierung sich in den Kanon der bereits bestehenden einordnet und kein unerwartetes Verhalten hervorruft. Nur wenn diese Zusicherungen in Form von (54.1) für alle Aufrufe erfüllt sind, ist das Funktionieren des Programms nicht gefährdet. Andernfalls könnte es beeinträchtigt sein. Daher müssen die Bedingungen bekannt sein.",Was ist das Problem der formalen Programmverifikation?,"Das Problem der formalen Programmverifikation ist die Beziehung P {e m} Q, bei der vor der Ausführung des Methodenaufrufs e m die Bedingung P gilt und nach seiner Ausführung die Bedingung Q erfüllt sein muss. Ein solcher Beweis erfordert genaue Kenntnisse über die Implementierung der Methode."
"Das Problem lässt sich als ein Problem der formalen Programmverifikation ausdrücken: Wie kann bewiesen werden, dass Methodenaufrufe unter Berücksichtigung des Empfängerobjekts gebunden werden können? Es handelt sich um die Beziehung P {e m} Q (54.1), bei der vor der Ausführung des Methodenaufrufs e m die Bedingung P gilt und nach seiner Ausführung die Bedingung Q erfüllt sein muss. Ein solcher Beweis erfordert genaue Kenntnisse darüber, was der Methodenaufruf tatsächlich bewirkt oder vielmehr, welchen Effekt er hat. Dafür ist die Kenntnis der Implementierung der Methode erforderlich. Andererseits ist es wichtig für die Pflege und Weiterentwicklung eines Programms zu wissen, unter welchen Bedingungen die Methoden einer neu eingeführten Klasse in das bestehende Programm integriert werden können, um sicherzustellen, dass das Programm ordnungsgemäß funktioniert. Die Bedingungen müssen bekannt sein, um sicherzustellen, dass die neue Implementierung sich in den Kanon der bereits bestehenden einordnet und kein unerwartetes Verhalten hervorruft. Nur wenn diese Zusicherungen in Form von (54.1) für alle Aufrufe erfüllt sind, ist das Funktionieren des Programms nicht gefährdet. Andernfalls könnte es beeinträchtigt sein. Daher müssen die Bedingungen bekannt sein.","Warum ist es wichtig, die Bedingungen zu kennen, unter denen Methoden in ein bestehendes Programm integriert werden können?","Es ist wichtig, die Bedingungen zu kennen, unter denen Methoden in ein bestehendes Programm integriert werden können, um sicherzustellen, dass das Programm ordnungsgemäß funktioniert und kein unerwartetes Verhalten hervorruft. Nur wenn diese Zusicherungen in Form von (54.1) für alle Aufrufe erfüllt sind, ist das Funktionieren des Programms nicht gefährdet."
"Die Frage, wie der Effekt aller Implementierungen von m für Subtypen von T (einschließlich T selbst) erfasst werden kann, steht im Raum. Eine naive Antwort auf diese Frage würde vorschlagen, dass man sich alle diese Implementierungen ansieht und auf dieser Grundlage eine Fallunterscheidung präsentiert: Wenn das Objekt e vom Typ T ist, dann hat m den und den Effekt, wenn es von Subtyp T1 ist, dann hat m den und den Effekt, usw. Die Zusammenfassung dieser Fallunterscheidungen würde dann alle Effekte logisch mit einem Oder verknüpfen. Diese Möglichkeit hat jedoch den Nachteil der Unhandlichkeit und berücksichtigt nicht vorhandene Implementierungen nicht. Was man stattdessen möchte, ist die Gewissheit, dass eine lokale, ""modulare"" Betrachtung ausreicht und man nicht jedes Mal eine Analyse des gesamten Programms durchführen muss, um zu entschlüsseln, was ein Methodenaufruf bewirken könnte. Genau das soll der Begriff der Substituierbarkeit ermöglichen.",Was ist der Begriff der Substituierbarkeit?,"Der Begriff der Substituierbarkeit ermöglicht eine lokale, ""modulare"" Betrachtung bei der Analyse von Methodenaufrufen, indem er die Gewissheit bietet, dass man nicht jedes Mal eine Analyse des gesamten Programms durchführen muss, um zu entschlüsseln, was ein Methodenaufruf bewirken könnte."
"Die Frage, wie der Effekt aller Implementierungen von m für Subtypen von T (einschließlich T selbst) erfasst werden kann, steht im Raum. Eine naive Antwort auf diese Frage würde vorschlagen, dass man sich alle diese Implementierungen ansieht und auf dieser Grundlage eine Fallunterscheidung präsentiert: Wenn das Objekt e vom Typ T ist, dann hat m den und den Effekt, wenn es von Subtyp T1 ist, dann hat m den und den Effekt, usw. Die Zusammenfassung dieser Fallunterscheidungen würde dann alle Effekte logisch mit einem Oder verknüpfen. Diese Möglichkeit hat jedoch den Nachteil der Unhandlichkeit und berücksichtigt nicht vorhandene Implementierungen nicht. Was man stattdessen möchte, ist die Gewissheit, dass eine lokale, ""modulare"" Betrachtung ausreicht und man nicht jedes Mal eine Analyse des gesamten Programms durchführen muss, um zu entschlüsseln, was ein Methodenaufruf bewirken könnte. Genau das soll der Begriff der Substituierbarkeit ermöglichen.",Was ist der Zweck der Substituierbarkeit?,"Der Zweck der Substituierbarkeit in der objektorientierten Programmierung ist es, die Gewissheit zu haben, dass eine lokale, ""modulare"" Betrachtung ausreicht und man nicht jedes Mal eine Analyse des gesamten Programms durchführen muss, um zu entschlüsseln, was ein Methodenaufruf bewirken könnte."
"Um diese Frage zu beantworten, ist es zunächst interessant, festzustellen, dass es Typen gibt, die sich ausschließlich auf sich selbst beziehen, deren Bedeutung also zumindest nicht von der anderer Typen abhängt. Das klassische Beispiel hierfür ist Boolean: Alle seine Operationen fordern den Typ Boolean als Operanden und haben Boolean als Typ zum Ergebnis. Aber woher erhält Boolean seine Bedeutung? Typkonstruktoren Eine eher theoretisch relevante Möglichkeit, solchen nur auf sich selbst beruhenden Typen eine Bedeutung zu geben, ist, sie auf bekannte externe Formalismen abzubilden. Im Beispiel von Boolean ist dies natürlich die boolesche Algebra. Jeder, der die boolesche Algebra kennt und akzeptiert, wird auch den Typ Boolean sofort verstehen und akzeptieren (sofern er den Erwartungen entsprechend definiert ist). Entsprechend lässt sich ein Typ Fraction mit den Operationen +, –, *, und / definieren, der die rationalen Zahlen mit den entsprechenden Operationen repräsentiert. Nimmt man dann noch Boolean als mit Bedeutung (Semantik) versehen an, kann man noch Ver-gleichsoperationen wie =, >, <, etc. hinzufügen, ohne in Interpretationsprobleme zu geraten. Andere Typen, für die es eine solche direkte Abbildung nicht gibt, die aber in ihrer Definition rekursiv auf solche Typen zurückgeführt werden können, kann man ""induktiv über deren Aufbau"" eine Bedeutung beimessen. Man nennt eine solche Art des Versehens mit Bedeutung eine denotationale Semantik. Eine andere, für die praktische Programmierung relevantere Möglichkeit ist, einen Typ und seine Operationen auf Anweisungen einer (gedachten oder realen, Hauptsache gut spezifizierten) Maschine abzubilden. Die Abbildung für Basistypen wie Rational oder Boolean ist in der Programmiersprache bzw. deren Compiler gewissermaßen hart verdrahtet. Für von der Programmiererin definierte Typen kann dies hingegen nicht der Fall sein; deren Bedeutung kann aber vom Compiler, wiederum ""induktiv über deren Aufbau"", aus der Bedeutung von Typen, die eine vorgegebene Semantik haben, abgeleitet werden. Man nennt dies dann auch eine operationale Semantik. Man beachte, dass es für beide Arten der Semantik notwendig ist, dass sich alle Typen auf solche zurückführen lassen, deren Bedeutung vorausgesetzt werden kann. Es gibt also kein vollständig in sich selbst definiertes, von Externem unabhängiges System. Selbst SMALLTALK bzw. STRONGTALK ist kein solches: Auch wenn die Implementierung von Boolean nicht ""hart verdrahtet"" ist, sondern auf dynamisches Binden abgewälzt wird, so sind dennoch mindestens die beiden Wahrheitswerte true und false dem System bekannt, und Integer und Float (nicht jedoch Fraction!) sind ""fest verdrahtet"", inklusive der Vergleichsrelationen (die ja die Wahrheitswerte zum Ergebnis haben). Wenn Sie Kurs 01661 (""Datenstrukturen"") bereits belegt haben oder ähnliches Vorwissen besitzen, dann erinnert Sie obiges Schema von Typdefinitionen vielleicht an die Schreibweise abstrakter Datentypen. Auch dort wird ein Typ syntaktisch als eine Menge von Operationen (Funktionen) beschrieben, deren Operanden (Argumente) alle selbst typisiert sind. Es gibt jedoch mindestens zwei wichtige Unterschiede zwischen den Signaturen eines abstrakten Datentyps und dem Protokoll eines STRONGTALK-Typs: 1. Abstrakte Datentypen sind nicht objektorientiert in dem Sinne, dass die Objekte keinen Zustand haben und bei Operationen (Funktionen) die Objekte, auf denen die Operationen ausgeführt werden, nicht ihren Zustand wechseln. Stattdessen geben Operationen neue Objekte zurück. Die Objekte der abstrakten Datentypen sind also gewissermaßen alle unveränderlich (vgl. Kurseinheit 1, Abschnitt 4.3.5). 2. Entsprechend haben die den Methoden eines Protokolls entsprechenden Funktionen in den Spezifikationen abstrakter Datentypen immer ein Argument mehr, und zwar vom Typ des Datentyps selbst. Dieses Argument entspricht in der objektorientierten Programmierung dem Nachrichtenempfänger, dem impliziten Parameter self. Der Bezug zu abstrakten Datentypen ist auch eine beliebte Möglichkeit, Typen einer Programmiersprache mit einer Semantik zu versehen.",Wie kann man Typen in einer Programmiersprache Bedeutung verleihen?,"Es gibt verschiedene Möglichkeiten, Typen in einer Programmiersprache Bedeutung zu verleihen. Eine Möglichkeit ist, Typen auf bekannte externe Formalismen abzubilden, wie zum Beispiel den booleschen Algebra für den Typ Boolean. Eine andere Möglichkeit ist, Typen und ihre Operationen auf Anweisungen einer (gedachten oder realen) Maschine abzubilden. Für von der Programmiererin definierte Typen kann die Bedeutung vom Compiler aus der Bedeutung von Typen, die eine vorgegebene Semantik haben, abgeleitet werden. Diese Art der Bedeutungsvergabe wird operationale Semantik genannt. Eine weitere Möglichkeit ist, Typen und ihre Operationen auf abstrakte Datentypen abzubilden, die in der Programmiersprache definiert sind."
