paragraph,question,answer
,Was bedeutet Abhängigkeit zwischen Modulen in der Programmierung?,"In der Programmierung bedeutet Abhängigkeit zwischen Modulen in der Regel Änderungsabhängigkeit. Wenn sich in einem Modul etwas ändert, kann dies Auswirkungen auf andere davon abhängige Module haben. Abhängigkeiten ergeben sich oft aus Benutzungsbeziehungen und können in der objektorientierten Programmierung auch Vererbungsabhängigkeiten einschließen."
"Entwurfsphase: In dieser Phase hilft die Typisierung, die Struktur des Programms zu definieren. Sie kann dazu verwendet werden, abstrakte Datentypen und Schnittstellen zu spezifizieren, bevor die Implementierung beginnt. Implementierungsphase: In dieser Phase wird der Algorithmus für jede Methode entworfen und implementiert. Die Typisierung hilft, die Eingabeparameter und Rückgabewerte der Methoden zu spezifizieren und die Korrektheit der Implementierung zu überprüfen. Testphase: In dieser Phase wird das Programm getestet, um sicherzustellen, dass es korrekt funktioniert. Die Typisierung kann dazu verwendet werden, die Testfälle zu definieren und die Ergebnisse zu überprüfen. Implementierungsphase: In dieser Phase wird der Algorithmus für jede Methode definiert. Die Typisierung hilft, die Eingabeparameter und Rückgabewerte der Methoden zu spezifizieren, und sie kann auch verwendet werden, um die Konsistenz der Daten während der Ausführung des Programms zu gewährleisten. Implementierungsphase: Während der Implementierung hilft die Typisierung, sicherzustellen, dass Variablen und Funktionen korrekt verwendet werden. Compiler und Entwicklungsumgebungen können Typfehler frühzeitig erkennen und dem Entwickler Rückmeldungen geben. Testphase: Typisierung ermöglicht es, gezielte Tests durchzuführen, um sicherzustellen, dass das Programm die erwarteten Datentypen und Schnittstellen einhält. Wartungsphase: Bei der Wartung eines Programms kann die Typisierung dazu beitragen, Änderungen sicherer zu gestalten, da sie potenzielle Typfehler frühzeitig identifiziert. Dokumentation: Typinformationen dienen auch der Dokumentation des Codes, indem sie anderen Entwicklern helfen, den Code zu verstehen und korrekt zu verwenden.",Wozu dient die Typisierung in den verschiedenen Phasen des Programmentwicklungsprozesses?,"In der Entwurfsphase hilft die Typisierung, die Struktur des Programms zu definieren, indem sie abstrakte Datentypen und Schnittstellen spezifiziert. In der Implementierungsphase wird sie verwendet, um die Eingabeparameter und Rückgabewerte der Methoden zu spezifizieren und die Korrektheit der Implementierung zu überprüfen. In der Testphase kann die Typisierung dazu verwendet werden, die Testfälle zu definieren und die Ergebnisse zu überprüfen."
"Einhergehend mit kurzen Methoden und aussagekräftigen Bezeichnern ist ein deklarativer Programmierstil für die objektorientierte Programmierung typisch: Die Ausdrucksform bemüht sich mehr um das ""Was"" als um das ""Wie"". Der Effizienzgedanke ist dabei sekundär – mögliche Optimierungen werden dem Compiler überlassen und ansonsten für später aufgehoben, wenn sich herausstellen sollte, dass die Abarbeitung einer deklarativ formulierten Lösung zu ineffizient ist.",Was ist ein deklarativer Programmierstil in der objektorientierten Programmierung?,"Ein deklarativer Programmierstil in der objektorientierten Programmierung bemüht sich mehr um das ""Was"" als um das ""Wie"". Er ist typisch für die objektorientierte Programmierung und geht einher mit kurzen Methoden und aussagekräftigen Bezeichnern. Der Effizienzgedanke ist dabei sekundär – mögliche Optimierungen werden dem Compiler überlassen und ansonsten für später aufgehoben, wenn sich herausstellen sollte, dass die Abarbeitung einer deklarativ formulierten Lösung zu ineffizient ist."
Die Wirksamkeit dieser Bedingungen kann wie folgt erklärt werden: Aus den oben genannten Subtypenregeln und der Korrektheit der überschreibenden Methode in S ergibt sich die gewünschte Substituierbarkeit.,Was bedeutet die Wirksamkeit der Bedingungen in diesem Kontext?,"Die Wirksamkeit der Bedingungen bedeutet, dass die Subtypenregeln und die Korrektheit der überschreibenden Methode in S die gewünschte Substituierbarkeit gewährleisten."
"Mit den Nachrichten ""suspend"" und ""terminate"" kann man den Prozess dann temporär anhalten bzw. beenden. Angehaltene Prozesse können später mit ""resume"" wieder gestartet werden, beendete nicht.","Was bewirken die Nachrichten ""suspend"" und ""terminate"" in Bezug auf einen Prozess?","Mit der Nachricht ""suspend"" kann ein Prozess temporär angehalten werden, während er mit ""terminate"" beendet wird. Ein angehaltener Prozess kann später mit ""resume"" wieder gestartet werden, während ein beendeter Prozess nicht wieder gestartet werden kann."
,Warum werden Interfaces in Java als einer der wichtigsten Beiträge zur objektorientierten Programmierung angesehen?,"Interfaces in Java sind einer der wichtigsten Beiträge zur objektorientierten Programmierung, da sie die Möglichkeit bieten, Schnittstellen und Polymorphismus zu implementieren, was die Flexibilität und Erweiterbarkeit von Programmen erheblich verbessert."
"Objekte, die keine literale Repräsentation haben, müssen in Java (wie in SMALLTALK) explizit als Instanzen von Klassen erzeugt werden. Dafür gibt es in Java eine spezielle Kategorie von Methoden, die als Konstruktoren bezeichnet werden. Im Unterschied zu SMALLTALK sind Konstruktoren in Java keine Klassenmethoden, sondern stehen zwischen Klassen- und Instanzmethoden. Konstruktoren verhalten sich wie Instanzmethoden, da sie im Inneren auf alle Felder und Methoden der neu erzeugten Instanz zugreifen können. In diesem Sinne kann man Konstruktoren als Instanzmethoden betrachten, die auf der neu erzeugten Instanz aufgerufen werden.",Was unterscheidet Konstruktoren in Java im Vergleich zu SMALLTALK?,"Im Gegensatz zu SMALLTALK sind Konstruktoren in Java keine Klassenmethoden, sondern stehen zwischen Klassen- und Instanzmethoden. Sie verhalten sich wie Instanzmethoden, da sie im Inneren auf alle Felder und Methoden der neu erzeugten Instanz zugreifen können. In diesem Sinne können Konstruktoren als Instanzmethoden betrachtet werden, die auf der neu erzeugten Instanz aufgerufen werden."
"Nahezu alle Anweisungen finden sich in Java-Programmen innerhalb von Methoden. Blöcke sind in Java lediglich (in geschweifte Klammern eingefasste) Abschnitte des Quelltextes, die an die Stelle einzelner Anweisungen treten können und die einen Sichtbarkeitsbereich für darin enthaltene Variablendeklarationen darstellen. Blöcke wie in SMALLTALK kennt Java erst seit Version 8, mit der Einführung der Lambda-Ausdrücke.",Was sind Blöcke in Java?,"In Java sind Blöcke lediglich (in geschweifte Klammern eingefasste) Abschnitte des Quelltextes, die an die Stelle einzelner Anweisungen treten können und die einen Sichtbarkeitsbereich für darin enthaltene Variablendeklarationen darstellen. Blöcke wie in SMALLTALK kennt Java erst seit Version 8, mit der Einführung der Lambda-Ausdrücke."
"Nicht selten wird der Typparameter (nicht die mit ihm deklarierten Parameter!) innerhalb der Methode nicht mehr verwendet. Eine Variable, die nur einmal vorkommt, kann man aber auch weglassen oder zumindest unbenannt lassen. Und so ist es in diesen Fällen gute Praxis, anstelle des Typparameters ein (entsprechend beschränktes) Typ-Wildcard zu verwenden.",Was ist eine Typparameter und wann sollte man eine Typ-Wildcard anstelle des Typparameters verwenden?,"Ein Typparameter ist ein Parameter, der in einer Methode verwendet wird, um einen Typ anzugeben. Es ist gute Praxis, eine Typ-Wildcard anstelle des Typparameters zu verwenden, wenn die Variable nur einmal vorkommt und nicht mehr verwendet wird. Eine Typ-Wildcard ist eine eingeschränkte Version des Typparameters, die anzeigt, dass die Variable mit einem beliebigen Typ initialisiert werden kann."
"In der objektorientierten Programmierung nennt man nicht instanziierbare Klassen abstrakt. Der Grund für die mangelnde Instanziierbarkeit ist nicht immer konzeptuell (wie beispielsweise das Prinzip, dass eine Klasse eine Generalisierung ist und daher nicht instanziierbar sein sollte), sondern oft rein technisch. Abstrakten Klassen fehlen in der Regel Angaben, die das Verhalten ihrer Instanzen vollständig spezifizieren und diese somit brauchbar machen würden. Instanzen dieser Klassen wären unvollständig definiert und würden zu Laufzeitfehlern führen. Diese fehlenden Eigenschaften werden in den Klassen geliefert, die von den abstrakten erben (siehe nächstes Kapitel), wobei die Idee ist, dass sich die Eigenschaften von Klasse zu Klasse unterscheiden. Klassen, die nicht abstrakt sind und eigene Instanzen haben können, nennt man konkret. Ein typisches Beispiel für eine abstrakte Klasse in SMALLTALK ist die Klasse Collection.",Was ist eine abstrakte Klasse in der objektorientierten Programmierung?,"Abstrakte Klassen in der objektorientierten Programmierung sind nicht instanziierbare Klassen. Der Grund für die mangelnde Instanziierbarkeit kann konzeptuell oder rein technisch sein. Instanzen dieser Klassen wären unvollständig definiert und würden zu Laufzeitfehlern führen. Diese fehlenden Eigenschaften werden in den Klassen geliefert, die von den abstrakten erben. Ein typisches Beispiel für eine abstrakte Klasse in SMALLTALK ist die Klasse Collection."
"In Abschnitt 7.3 hatten wir bereits die Instanziierung als den hauptsächlichen Weg kennengelernt, wie neue Instanzen von Klassen, für deren Objekte es keine literale Repräsentation gibt, erzeugt werden. Wir hatten allerdings dort schon auf die Möglichkeit des Klonens/Kopierens hingewiesen. Darauf wollen wir nun wieder zurückkommen. Klonen/Kopieren ist eine weitere Möglichkeit, neue Instanzen zu erzeugen. Dabei wird eine bestehende Instanz kopiert, d.h. es wird eine neue Instanz erzeugt, die eine identische Kopie der alten Instanz ist. Klonen/Kopieren ist eine Alternative zur Instanziierung, wenn die Klasse eine komplexe Struktur hat, die sich nicht einfach aus Literalen zusammensetzen lässt. Klonen/Kopieren ist auch dann sinnvoll, wenn die Klasse eine komplexe Struktur hat, die sich zwar einfach aus Literalen zusammensetzen lässt, aber die Initialisierung der Literale aufwändig ist. Klonen/Kopieren ist eine weitere Möglichkeit, neue Instanzen von Klassen zu erzeugen. Dabei wird ein bestehendes Objekt kopiert, d.h. es wird eine exakte Kopie des Objekts erstellt. Die Kopie ist dabei eine eigenständige Instanz, die nicht mit dem Original verbunden ist.Die Kopie eines Objekts kann auf zwei Arten erfolgen: 1. Shallow Copy: Hierbei wird das Objekt inklusive seiner Instanzvariablen kopiert. Wird ein Objekt auf diese Weise kopiert, so wird eine exakte Kopie des Objekts erstellt, die Instanzvariablen verweisen jedoch auf die gleichen Objekte wie im Original. 2. Deep Copy: Hierbei wird das Objekt inklusive seiner Instanzvariablen und deren Instanzvariablen kopiert. Wird ein Objekt auf diese Weise kopiert, so wird eine exakte Kopie des Objekts erstellt, die Instanzvariablen verweisen auf exakte Kopien der Objekte, auf die im Original verwiesen wird.",Was ist Klonen/Kopieren?,"Klonen/Kopieren ist eine Methode, um neue Instanzen von Klassen zu erzeugen, bei der ein bestehendes Objekt kopiert wird, um eine exakte Kopie des Objekts zu erstellen, die eigenständig und nicht mit dem Original verbunden ist. Es gibt zwei Arten von Kopien: Shallow Copy und Deep Copy."
,Warum kann es trotz der Harmonie von Typerweiterung und -einschränkung zu einem Verlust der Zuweisungskompatibilität kommen?,"Der Verlust der Zuweisungskompatibilität kann aus der impliziten Allquantifiziertheit von Typinvarianten resultieren. Typsysteme mit solchen Invarianten sind nicht in der Lage, Aussagen über Wertebereiche zu treffen, die nicht implizit allquantifiziert sind."
,Welche Ebene der Hierarchie nutzen Programmierer in der Praxis am meisten?,"In der Praxis bewegen sich Programmierer hauptsächlich auf Ebene 1. Sie definieren Anwendungsklassen, von denen zur Laufzeit des Programms die Anwendungsobjekte erzeugt werden. Direkt nutzen sie also hauptsächlich eine Abstraktionsstufe für die Programmierung."
"Dabei ist ""main"" der Name der Methode; was die anderen Elemente bedeuten, werden Sie im Laufe dieser Kurseinheit noch lernen. Auf Betriebssystemebene übergibt man dann einfach der JVM bei ihrem Aufruf den Namen der Klasse als Parameter. Klassen werden in Java wie in SMALLTALK per Konvention immer großgeschrieben.",Was ist die JVM und wie wird sie aufgerufen?,"Die JVM (Java Virtual Machine) ist eine virtuelle Maschine, die Java-Bytecode ausführt. Sie wird auf Betriebssystemebene aufgerufen, indem man ihr den Namen der Klasse als Parameter übergibt."
"Man kann dann die gewünschte Rekursion indirekt, nämlich per Definition eines nicht parametrischen Typs als Subtyp des parametrisierten Typs Equatable herstellen, wobei man den zu definierenden Typ gleichzeitig als tatsächlichen Typparameter einsetzt.",Wie kann man Rekursion in einem parametrisierten Typ herstellen?,"Man kann die gewünschte Rekursion indirekt herstellen, indem man einen nicht parametrischen Typ als Subtyp des parametrisierten Typs Equatable definiert und gleichzeitig den zu definierenden Typ als tatsächlichen Typparameter einsetzt."
"Dabei ist der parametrische Typ Dictionary ein Subtyp des ebenfalls parametrischen Typs Collection. Man beachte, dass der Typparameter E hier bereits in der Supertypdeklaration verwendet wird. Ein Dictionary, in dem Integer auf beliebige Objekte abgebildet werden, erhält man dann durch die Instanziierung Dictionary[Integer, Object]. Es ist mit einer Variable vom Typ Collection[Object] zuweisungskompatibel. Auf die Einzelheiten des Subtypings bei parametrischen Typen wird in Kapitel 30 eingegangen.",Was ist ein parametrischer Typ in der Programmierung?,"Ein parametrischer Typ ist ein Konstrukt in der Programmierung, bei dem ein oder mehrere Typen als Parameter verwendet werden. Dies ermöglicht die Erstellung von generischen Datentypen und Funktionen, die für verschiedene Datentypen verwendet werden können. Im gegebenen Kontext wird der parametrische Typ Dictionary verwendet, um Integer auf beliebige Objekte abzubilden."
,Was ist eine operationale Semantik in Bezug auf die Bedeutung von Typen?,"Eine operationale Semantik ist eine Möglichkeit, Typen eine Bedeutung zuzuweisen, indem sie auf Anweisungen einer (gedachten oder realen) Maschine abgebildet werden. Dies bedeutet, dass die Operationen eines Typs auf die Ausführung von Maschinenbefehlen oder anderen niedrigstufigen Operationen abgebildet werden."
,Wie kann die Klasse Bag in SMALLTALK mit Hilfe von Dictionaries implementiert werden?,"Die Klasse Bag kann in SMALLTALK mithilfe von Dictionaries implementiert werden, indem die Anzahl der Vorkommen eines Elements der Bag in einem Dictionary unter dem Element als Schlüssel gespeichert wird. Dabei nutzt die Klasse Bag die Klasse Dictionary, ohne von ihr zu erben, sondern hält sich eine Instanz von Dictionary als Sklavin, die für sie den Dienst verrichtet. Dies wird als Delegation bezeichnet und ist in prototypenbasierten objektorientierten Programmiersprachen beliebt."
"Sie retourniert (den Inhalt der) Klassenvariable ""Pi"" und ist, da sie eine Klassenmethode ist, allen Instanzen der Klasse ""Float"" zugeordnet. Dazu, wie der Wert in ""Pi"" hineinkommt, s. Abschnitt 8.2.",Was ist eine Klassenvariable?,"Eine Klassenvariable ist eine Variable, die einer Klasse gehört und allen Instanzen dieser Klasse gemeinsam ist. In diesem Fall gehört die Klassenvariable ""Pi"" der Klasse ""Float"" und ist allen Instanzen dieser Klasse zugeordnet."
"Sie retourniert (den Inhalt der) Klassenvariable ""Pi"" und ist, da sie eine Klassenmethode ist, allen Instanzen der Klasse ""Float"" zugeordnet. Dazu, wie der Wert in ""Pi"" hineinkommt, s. Abschnitt 8.2.","Was macht die Klassenmethode ""new""?","Die Klassenmethode ""new"" ist eine Methode, die jedem Objekt zugeordnet ist und aufgerufen wird, wenn ein neues Objekt erzeugt werden soll."
"Wie schon bei einer temporären Variable stehen die Typannotationen von formalen Parametern in STRONGTALK in spitzen Klammern dahinter. Diese Schreibweise sollten Sie nicht allzu sehr verinnerlichen, da andere Programmiersprachen die spitzen Klammern zur Kennzeichnung von Typvariablen (in Kapitel 29 behandelt) verwenden. Der Rückgabetyp einer Methode wird durch ein vorangestelltes Dach (^) gekennzeichnet und folgt auf den letzten Parameter. Da es in SMALLTALK keine Methoden gibt, die nichts zurückgeben (eine Methode ohne explizite Rückgabeanweisung gibt in SMALLTALK ja immer das Empfängerobjekt zurück), muss auch immer ein Rückgabetyp angegeben werden. Ist dies der Typ selbst, kann der Name Self verwendet werden. Es handelt sich dabei gewissermaßen um eine Pseudo-Typvariable (entsprechend der Pseudovariable self, deren Typ sie darstellt).",Was repräsentiert der Rückgabetyp Self in Smalltalk?,Der Rückgabetyp Self in Smalltalk repräsentiert den Typ des Empfängerobjekts.
,Was bedeutet die Subklassenbeziehung in SMALLTALK?,"In SMALLTALK wird die Subklassenbeziehung mit der Vererbungsbeziehung gleichgesetzt. Das bedeutet, dass eine Subklasse alle Instanzvariablen und Methoden ihrer Superklasse erbt. Es ist jedoch wichtig zu beachten, dass die Subklassenbeziehung allein nicht ausdrückt, dass die Subklasse eine Spezialisierung der Superklasse ist oder umgekehrt. Diese Beziehung muss vom Programmierer explizit definiert und dokumentiert werden."
,Warum stellt die Klassenhierarchie keine Form der hierarchischen Modularisierung dar?,"Die Klassenhierarchie stellt keine Form der hierarchischen Modularisierung dar, da das Herauslösen eines Teilbaums der Vererbungshierarchie praktisch immer Beziehungen zwischen Mitgliedern des Teilbaums und anderen trennt. Somit werden Beziehungen zwischen Klassenmitgliedern gestört."
"Eine weitere Möglichkeit wäre, für jede Instanz einer Subklasse automatisch je eine Instanz aller ihrer Superklassen zu erzeugen und diese Instanzen zu einer zu vereinen. Diese Umsetzung der Vererbung steht jedoch im Konflikt mit dem Konzept der Identität von Objekten: Ein Objekt einer Subklasse hätte auf einmal mehrere Identitäten, und zwar eine für sich selbst und eine pro Superklasse, von der sie erbt. Auch das wäre problematisch.",Was ist das Problem bei der Erzeugung einer Instanz einer Subklasse und gleichzeitig einer Instanz jeder Superklasse?,"Das Problem ist, dass ein Objekt einer Subklasse auf einmal mehrere Identitäten hätte, und zwar eine für sich selbst und eine pro Superklasse, von der es erbt. Das würde dem Konzept der Identität von Objekten widersprechen."
,Wie wird die Strukturäquivalenz bei der Feststellung von Typäquivalenz verwendet?,"Bei der Feststellung von Strukturäquivalenz werden die Definitionen der beteiligten Typen rekursiv expandiert, wobei Namen anderer Typen durch ihre Struktur ersetzt werden. Diese Strukturäquivalenz ermöglicht es, Typen zu vergleichen, indem ihre Strukturen miteinander verglichen werden."
,Welche Anforderung stellt Java an geerbte Variablen (Felder und Parametertypen von Methoden)?,"Java verlangt, dass die Typen geerbter Variablen nicht verändert werden dürfen. Dies wird als Kovarianz bezeichnet."
"Da das Umgekehrte freilich auch nicht geht, bleibt nichts anderes, als die Unveränderlichkeit der Parametertypen, auch als Invarianz oder besser (da das dazu passende Adjektiv „invariant“ in seiner Bedeutung schon belegt ist) als Novarianz bezeichnet, zu verlangen.",Was bedeutet Novarianz?,"Novarianz bedeutet, dass die Parametertypen unveränderlich sein müssen, um die Integrität der Objekte zu gewährleisten. Diese Unveränderlichkeit wird auch als Invarianz bezeichnet."
"Bereits zur Übersetzungszeit wird ein dynamischer Methodenaufruf lose an eine Methodendeklaration gebunden, und zwar an genau diejenige, die die folgenden Bedingungen erfüllt: Sie hat denselben Namen und dieselbe Anzahl von Parametern wie die aufgerufene Methode. Sie ist in der Klasse, die dem deklarierten Typ des Ausdrucks entspricht, der das Empfängerobjekt liefert (oftmals einfach eine Variable), deklariert oder wird von einer ihrer Superklassen geerbt. Die deklarierten Parametertypen des Aufrufs (die deklarierten tatsächlichen Parametertypen) sind jeweils Subtypen der deklarierten Parametertypen der Methodendeklaration (der deklarierten formalen Parametertypen). Es gibt keine andere Methode, die dieselben Voraussetzungen erfüllt, deren deklarierte formale Parametertypen jedoch näher oder gleich weit vom Typ des Aufrufs entfernt sind (Entfernung gemessen an der Anzahl der Subtypen, die dazwischen liegen).",Wie wird ein dynamischer Methodenaufruf zur Übersetzungszeit gebunden?,"Ein dynamischer Methodenaufruf wird zur Übersetzungszeit lose an eine Methodendeklaration gebunden, und zwar an genau diejenige, die den Namen und die Anzahl der Parameter der aufgerufenen Methode teilt, in der Klasse deklariert ist, die dem deklarierten Typ des Empfängerobjekts entspricht, und deren deklarierte Parametertypen Subtypen der deklarierten Parametertypen des Aufrufs sind. Wenn es mehrere solche Methoden gibt, wird diejenige gewählt, deren deklarierte formale Parametertypen am nächsten oder gleich weit vom Typ des Aufrufs entfernt sind."
"C-Sharp soll genau wie Java und anders als C++ eine typsichere Sprache sein, also eine strikte Typprüfung durchführen. Da aber (ebenfalls genau wie in Java) nicht alles zur Übersetzungszeit geschehen kann, hat auch das Typsystem von C-Sharp eine Laufzeitkomponente.",Was ist der Unterschied zwischen C-Sharp und C++ in Bezug auf Typsicherheit?,"Im Gegensatz zu C++ ist C-Sharp eine typsichere Sprache, die eine strikte Typprüfung durchführt. Diese Typprüfung erfolgt sowohl zur Übersetzungszeit als auch zur Laufzeit. In C++ hingegen wird keine Laufzeitprüfung durchgeführt, was zu potenziellen Sicherheitsrisiken führen kann."
,Welcher Typ hat ein Klassenliteral in Java?,"Der Typ eines Klassenliterals in Java ist ""Class<T>"", wobei T der Typ der Klasse ist. Zum Beispiel hat ""Class<Object>"" den Typ ""Class<Object>""."
"Da Ausdrücke andere Ausdrücke enthalten können, stellt sich die Frage nach der Reihenfolge der Auswertung von geschachtelten Ausdrücken. Diese Reihenfolge wird, wie in anderen Programmiersprachen, implizit durch Präzedenzen und explizit durch Klammern festgelegt.Betrachten wir zunächst die doppelte Zuweisung in Zeile 38 oben. Anfangs mag es nicht sofort klar sein, welche der beiden Zuweisungen zuerst ausgewertet (ausgeführt) werden soll: y := x oder x := 1. Wenn man jedoch berücksichtigt, dass y := x := 1 ein geschachtelter Ausdruck ist, und jeder (Teil-)Ausdruck für ein Objekt steht, ergibt sich, dass der zweite Ausdruck zuerst ausgewertet und durch das Ergebnis, nämlich ""1"", ersetzt werden muss. Andernfalls würde die ""1"" dem Ergebnis von y := x zugewiesen, was aber gemäß Abschnitt 4.1.3 ein Objekt und keine Variable ist. Zeile 38 weist also zuerst x und dann y das Objekt ""1"" zu, und die Auswertung erfolgt von rechts nach links.Dies ist jedoch ein Sonderfall. Im Allgemeinen werden in SMALLTALK alle Ausdrücke von links nach rechts ausgewertet. Dabei haben unäre Ausdrücke Vorrang vor binären Ausdrücken, und binäre Ausdrücke wiederum haben Vorrang vor Schlüsselwortnachrichten. Bei gleichrangigen Ausdrücken erfolgt die Auswertung von links nach rechts.Um die Präzedenz zu ändern, können Sie einfach Klammern verwenden. SMALLTALK unterstützt keine individuellen Operatorpräzedenzen wie beispielsweise ""Punktrechnung vor Strichrechnung"".Bei mehrstelligen Nachrichten mit Schlüsselwörtern werden alle Schlüsselwörter eines Ausdrucks als zu einer Nachricht gehörig interpretiert, es sei denn, es werden Klammern gesetzt.",Wie ist die Reihenfolge der Auswertung von geschachtelten Ausdrücken in SMALLTALK?,Die Reihenfolge der Auswertung von geschachtelten Ausdrücken in SMALLTALK wird durch Präzedenzen und Klammern festgelegt.
"Der Mut zur Verabschiedung von der expliziten Speicherfreigabe war eine der wichtigsten Entscheidungen beim Entwurf von SMALLTALK. Man hat einfach anerkannt, dass die genaue Buchführung darüber, auf welche Objekte noch zugegriffen wird, zu schwierig ist, um die Verantwortung dafür den Anwendungsprogrammierern zu überlassen. Wer das Problem nicht unmittelbar einsichtig findet, halte sich vor Augen, dass der Ort der Erzeugung eines Objektes und seine erste Zuweisung zu einer Variable im Programm möglicherweise weit entfernt sind von der Stelle, an der dieser Variable ein anderes Objekt zugewiesen wird, es möglicherweise viele solcher Stellen gibt, von denen mal die eine, mal die andere zuerst erreicht wird, und dass in der Zwischenzeit beliebig viele Aliase auf das Objekt angelegt worden sein könnten, die alle mit berücksichtigt werden müssen, um zu entscheiden, ob das Objekt noch in Verwendung ist.Eine vorzeitige Entfernung aus dem Speicher hingegen führt dazu, dass Variablen ins Leere zeigen (eine häufige Quelle von Programmabstürzen) oder dass, bei einer Wiederverwendung des Speichers, die Variable plötzlich auf ein anderes Objekt verweist, das ihr aber nie explizit zugewiesen wurde — ein quasi zufälliges Programmverhalten, das mit hoher Wahrscheinlichkeit zu schweren Programmfehlern führen würde. Ein anderes Beispiel entsteht, wenn in einer Verzweigung eines Programms entweder ein neues oder ein bereits vorhandenes Objekt einer Variable zugewiesen wird. Woher weiß man bei der weiteren Benutzung dieser Variable, ob das Objekt schon vorher existierte und vielleicht schon andere Variablen auf es verweisen, oder ob es gerade erst neu erzeugt wurde und damit noch unbenutzt ist? Wer ist für die Entsorgung des Objekts verantwortlich? All diese Betrachtungen kann man sich in Gegenwart der Garbage Collection ersparen.",Was sind die Vorteile der Garbage Collection in SMALLTALK?,"Die Garbage Collection verhindert vorzeitige Entfernung von Objekten, die noch in Verwendung sind, und stellt sicher, dass Variablen auf gültige Objekte verweisen. Dies trägt zur Stabilität und Sicherheit von Programmen bei."
"Man hätte nun auch umgekehrt vorgehen können und dabei das Prinzip von Generalisierung und Spezialisierung hochhalten können, indem man Quadrat von Rechteck erben lässt (sofern man akzeptiert, dass die Generalisierung Rechteck eigene Instanzen hat). Der Nachteil dieses Ansatzes wäre jedoch, dass Quadrat dann ebenfalls zwei Instanzvariablen für Seitenlängen hätte, obwohl eine ausgereicht hätte. Auf der anderen Seite hätte man die Methoden für Fläche und Umfang nicht überschreiben müssen, denn wenn laenge und breite gleich sind, unterscheiden sich die beiden obigen Implementierungen von flaeche und umfang im Ergebnis nicht. Man muss nur sicherstellen, dass in Instanzen von Quadrat laenge und breite tatsächlich immer gleiche Werte haben.",Was ist Generalisierung und Spezialisierung in Bezug auf objektorientierte Programmierung?,"Generalisierung und Spezialisierung sind Prinzipien in der objektorientierten Programmierung. Dabei wird eine allgemeine Klasse (Generalisation) erstellt, die dann durch eine spezifischere Klasse (Spezialisation) erweitert wird. In diesem Fall wird die Klasse Rechteck als allgemeine Klasse angesehen und Quadrat als spezifischere Klasse, die von Rechteck erbt."
,Warum werden bestimmte Typsysteme als kaum praxistauglich bezeichnet?,"Bestimmte Typsysteme, die in der Lage sind, solche Einschränkungen zu überprüfen, werden als kaum praxistauglich bezeichnet, da sie die Flexibilität und die praktische Anwendbarkeit in realen Programmiersituationen stark einschränken. Sie können zu komplexen und schwer wartbaren Code führen."
"Verschiedene Klienten von Instanzen dieser Klasse könnten dann jeweils entweder nur lesend oder nur schreibend auf einen Ein-/Ausgabestrom zugreifen, und zwar abhängig davon, welches Interface die Variable, die auf den Strom verweist, zum Typ hat.",Was ist der Vorteil von Interfaces in Java?,"Der Vorteil von Interfaces in Java ist, dass sie die Abhängigkeit von der Implementierung verringern, da Klienten auf die Methoden zugreifen können, ohne die tatsächliche Implementierung zu kennen. Dies ermöglicht es, die Klassen zu ändern, ohne die Klienten zu beeinflussen, und erleichtert die Wartung und Erweiterung des Codes."
"Eine weitere, vergleichsweise häufig verwendete Möglichkeit des Einsatzes von Interfaces ist die als sog. Tagging oder Marker interfaces. Ein Tagging oder Marker Interface hat in der Regel keine eigenen Methodendeklarationen, sondern dient lediglich der Filterung von Variablenwerten. ""Serializable"" wäre ein solches Interface. Da in Java die vom Compiler statisch geprüfte Zuweisungskompatibilität ja Namenskonformität verlangt, kann die Typisierung einer Variable mit dem Interface ""Markiert"" erzwingen, dass dieser Variable nur Instanzen solcher Klassen zugewiesen werden, die das Interface ""Markiert"" zu implementieren deklarieren. Da das Interface aber keine Auflagen macht (keine Methodendeklarationen vorgibt, die von der Klasse mit Definitionen versehen werden müssen), ist die Implementierung des Interfaces für die Klasse zunächst ohne Konsequenzen. Die durch das Interface erfolgte Markierung der Klassen (bzw. deren Instanzen) kann jedoch zur Übersetzungszeit vom Compiler (s. o.) und zur Laufzeit durch einen Typtest (s. Abschnitt 44.2) überprüft werden. Ein konkretes Beispiel für ein Marker-Interface in Java ist das Interface ""Serializable"", mit dessen Implementierung eine Klasse deklariert, dass ihre Instanzen serialisiert werden können. Die Serialisierung wird aber nicht von der Klasse selbst vorgenommen, sondern von einer anderen; die Klasse muss also zu ihrer Serialisierung nichts weiter beitragen. Seit Java 5 würde man allerdings solche Marker-Interfaces eher durch Metadaten (auch Annotationen genannt; s. Abschnitt 47.4) ersetzen, so wie das in C-Sharp schon länger gehandhabt wird (s. Abschnitt 50.4 in Kurseinheit 5). Interfaces erhöhen die Komplexität des Codes und können durch Metadaten ersetzt werden, die nur Informationen enthalten, aber keine Methoden deklarieren.",Was sind Tagging oder Marker Interfaces in Java?,"Tagging oder Marker Interfaces in Java haben keine eigenen Methodendeklarationen, sondern dienen lediglich der Filterung von Variablenwerten. Sie können erzwingen, dass einer Variablen nur Instanzen solcher Klassen zugewiesen werden, die das Interface zu implementieren deklarieren. Die Implementierung des Interfaces für die Klasse ist zunächst ohne Konsequenzen, kann aber zur Übersetzungszeit vom Compiler und zur Laufzeit durch einen Typtest überprüft werden."
